student_id,student_name,gender,department,cgpa,attendance_percentage,graduation_year
2109,Student_2109,Male,Civil,9.4,83,2025
2110,Student_2110,Female,Mechanical,9.45,62,2025
2111,Student_2111,Male,IT,6.89,93,2025
2112,Student_2112,Female,IT,6.63,94,2025
2113,Student_2113,Male,Mechanical,8.31,83,2025
2114,Student_2114,Male,Civil,6.58,74,2025
2115,Student_2115,Female,EEE,9.01,82,2025
2116,Student_2116,Female,Mechanical,9.31,60,2025
2117,Student_2117,Male,Mechanical,6.21,64,2025
2118,Student_2118,Female,ECE,6.15,70,2025
2119,Student_2119,Female,Civil,8.58,67,2025
2120,Student_2120,Male,Mechanical,8.99,67,2025
2121,Student_2121,Female,IT,7.56,73,2025
2122,Student_2122,Male,IT,9.08,61,2025
2123,Student_2123,Male,CSE,6.05,97,2025
2124,Student_2124,Male,ECE,8.21,62,2025
2125,Student_2125,Male,CSE,6.22,71,2025
2126,Student_2126,Female,Civil,9.67,61,2025
2127,Student_2127,Female,CSE,6.43,98,2025
2128,Student_2128,Female,Mechanical,6.23,86,2025
2129,Student_2129,Male,Civil,9.03,71,2025
2130,Student_2130,Female,ECE,8.61,81,2025
2131,Student_2131,Female,Civil,8.04,74,2025
2132,Student_2132,Female,Mechanical,6.07,61,2025
2133,Student_2133,Male,Civil,9.2,92,2025
2134,Student_2134,Female,ECE,8.1,71,2025
2135,Student_2135,Female,Civil,8.08,94,2025
2136,Student_2136,Male,CSE,7.57,68,2025
2137,Student_2137,Male,IT,8.29,93,2025
2138,Student_2138,Female,EEE,9.26,93,2025
2139,Student_2139,Female,ECE,9.54,90,2025
2140,Student_2140,Female,EEE,8.03,96,2025
2141,Student_2141,Male,Mechanical,6.08,90,2025
2142,Student_2142,Male,CSE,6.72,94,2025
2143,Student_2143,Female,EEE,6.31,60,2025
2144,Student_2144,Male,Civil,5.53,73,2025
2145,Student_2145,Female,Mechanical,7.06,69,2025
2146,Student_2146,Female,IT,8.02,76,2025
2147,Student_2147,Female,Civil,7.07,77,2025
2148,Student_2148,Female,ECE,7.28,95,2025
2149,Student_2149,Female,ECE,7.09,95,2025
2150,Student_2150,Female,EEE,9.75,96,2025
2151,Student_2151,Female,IT,7.21,68,2025
2152,Student_2152,Male,IT,6.49,70,2025
2153,Student_2153,Male,ECE,7.69,81,2025
2154,Student_2154,Male,ECE,7.17,60,2025
2155,Student_2155,Male,ECE,7.53,98,2025
2156,Student_2156,Female,CSE,5.78,74,2025
2157,Student_2157,Female,CSE,8.12,84,2025
2158,Student_2158,Female,Civil,8.32,78,2025
2159,Student_2159,Male,ECE,8.25,88,2025
2160,Student_2160,Male,ECE,9.16,93,2025
2161,Student_2161,Female,ECE,5.64,98,2025
2162,Student_2162,Male,Civil,6.23,62,2025
2163,Student_2163,Female,ECE,8.32,70,2025
2164,Student_2164,Male,EEE,8.85,82,2025
2165,Student_2165,Female,Mechanical,8.02,93,2025
2166,Student_2166,Male,IT,8.53,65,2025
2167,Student_2167,Female,IT,9.07,97,2025
2168,Student_2168,Female,EEE,9.64,77,2025
2169,Student_2169,Male,Civil,9.64,89,2025
2170,Student_2170,Female,Civil,5.52,71,2025
2171,Student_2171,Female,Civil,5.96,64,2025
2172,Student_2172,Female,EEE,9.57,92,2025
2173,Student_2173,Female,Civil,9,96,2025
2174,Student_2174,Female,IT,7.4,84,2025
2175,Student_2175,Female,ECE,8.76,89,2025
2176,Student_2176,Female,Civil,9.21,90,2025
2177,Student_2177,Male,EEE,5.79,74,2025
2178,Student_2178,Male,EEE,7.27,82,2025
2179,Student_2179,Male,IT,9.08,75,2025
2180,Student_2180,Female,CSE,7.22,81,2025
2181,Student_2181,Male,Civil,9.51,90,2025
2182,Student_2182,Female,EEE,6.44,96,2025
2183,Student_2183,Female,ECE,9.57,72,2025
2184,Student_2184,Female,IT,6.36,75,2025
2185,Student_2185,Female,ECE,6.49,75,2025
2186,Student_2186,Female,ECE,8.85,67,2025
2187,Student_2187,Male,IT,9.61,91,2025
2188,Student_2188,Male,Civil,9.62,90,2025
2189,Student_2189,Female,Civil,6.86,96,2025
2190,Student_2190,Female,Mechanical,6.29,92,2025
2191,Student_2191,Female,Mechanical,6.45,96,2025
2192,Student_2192,Male,CSE,7.76,87,2025
2193,Student_2193,Female,Civil,5.64,82,2025
2194,Student_2194,Female,IT,8.84,89,2025
2195,Student_2195,Male,IT,7.73,80,2025
2196,Student_2196,Male,CSE,8.4,84,2025
2197,Student_2197,Male,EEE,7.05,76,2025
2198,Student_2198,Male,Civil,6.63,77,2025
2199,Student_2199,Female,Civil,6.98,71,2025
2200,Student_2200,Female,Mechanical,6.41,83,2025
